id,action_time,object_id,object_repr,change_message,content_type_id,user_id,action_flag
39,2025-07-22 12:22:56.596822,29,29 | AI based Content Planner | softwareprojects | Added:2025-07-22 12:11:14,"[{""changed"": {""fields"": [""Mainimgbasetxt"", ""Prodtags"", ""Prodinfo""]}}]",15,1,2
40,2025-07-22 12:23:20.488308,30,30 | Keyword Research using Genai | softwareprojects | Added:2025-07-22 12:12:22,"[{""changed"": {""fields"": [""Productname"", ""Mainimgbasetxt"", ""Prodtags"", ""Prodinfo""]}}]",15,1,2
41,2025-07-22 12:23:48.264130,31,31 | PicQuery: Reverse Image Search and Insight Engine | softwareprojects | Added:2025-07-22 12:14:16,"[{""changed"": {""fields"": [""Mainimgbasetxt"", ""Prodtags"", ""Prodinfo""]}}]",15,1,2
42,2025-07-22 12:25:32.539674,28,28 | Question and Answering System using RAG : AI | softwareprojects | Added:2025-07-22 12:10:01,"[{""changed"": {""fields"": [""Mainimgbasetxt"", ""Prodtags"", ""Prodinfo""]}}]",15,1,2
43,2025-07-29 17:45:34.164908,17,17 | Weather Station | hardwareprojects | Added:2025-07-09 09:11:25,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
44,2025-07-29 18:27:22.027263,19,19 | Radar System | hardwareprojects | Added:2025-07-09 09:13:24,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
45,2025-07-29 18:43:19.085847,16,16 | EBike Speed Controller System | hardwareprojects | Added:2025-07-09 09:10:16,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
46,2025-07-29 18:45:11.504987,16,16 | EBike Speed Controller System | hardwareprojects | Added:2025-07-09 09:10:16,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
47,2025-07-29 18:45:56.003470,16,16 | EBike Speed Controller System | hardwareprojects | Added:2025-07-09 09:10:16,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
48,2025-07-29 18:46:24.104260,16,16 | EBike Speed Controller System | hardwareprojects | Added:2025-07-09 09:10:16,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
49,2025-07-29 18:47:14.742125,17,17 | Weather Station | hardwareprojects | Added:2025-07-09 09:11:25,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
50,2025-07-29 18:47:54.367577,19,19 | Radar System | hardwareprojects | Added:2025-07-09 09:13:24,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
51,2025-07-29 18:50:39.157659,19,19 | Radar System | hardwareprojects | Added:2025-07-09 09:13:24,"[{""changed"": {""fields"": [""Prodtags""]}}]",15,1,2
52,2025-07-30 08:20:11.287653,1,1 | WhatsApp Status – Product Promotion (Till August Month End) | Added: 2025-07-08 19:41:55,"[{""changed"": {""fields"": [""Etitle"", ""Eseatscap""]}}]",17,1,2
53,2025-07-30 08:23:56.151241,2,atharva,"[{""changed"": {""fields"": [""password""]}}]",4,1,2
54,2025-07-30 08:41:15.616062,2,atharva,[],4,1,2
55,2025-08-11 06:05:02.135336,1,1 | WhatsApp Status – Product Promotion (Till August Month End) | Added: 2025-07-08 19:41:55,"[{""changed"": {""fields"": [""Eseatscap""]}}]",17,1,2
56,2025-08-11 08:45:53.279303,6,6 | Joviel Patrick | Spoke Person,"[{""added"": {}}]",9,1,1
57,2025-08-11 08:51:27.726342,6,6 | Joviel Patrick | Spoke Person,"[{""changed"": {""fields"": [""Metadata""]}}]",9,1,2
58,2025-08-11 08:52:06.426627,6,6 | Joviel Patrick | Spoke Person,"[{""changed"": {""fields"": [""Metadata""]}}]",9,1,2
59,2025-08-14 10:17:22.046278,1,1 | Automated Malware Detection System | softwareprojects | Added:2025-06-28 09:36:53,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
60,2025-08-14 10:20:41.441454,1,1 | Automated Malware Detection System | softwareprojects | Added:2025-06-28 09:36:53,"[{""changed"": {""fields"": [""Prodtags"", ""Prodinfo""]}}]",15,1,2
61,2025-08-14 10:23:25.227539,1,1 | Automated Malware Detection System | softwareprojects | Added:2025-06-28 09:36:53,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
62,2025-08-25 19:10:15.530702,40,40 | Autonomous Mini Car for Ultrasonic Collision Avoidance | hardwareprojects | Added:2025-08-25 19:10:15,"[{""added"": {}}]",15,1,1
63,2025-08-25 19:27:03.400364,40,40 | Autonomous Mini Car for Ultrasonic Collision Avoidance | hardwareprojects | Added:2025-08-25 19:10:15,"[{""changed"": {""fields"": [""Mainimgbasetxt""]}}]",15,1,2
64,2025-08-25 19:27:58.468951,37,37 | Guardian Briefcase: An Intelligent Human-Following & Security System | hardwareprojects | Added:2025-07-29 19:39:43,"[{""changed"": {""fields"": [""Mainimgbasetxt"", ""Prodinfo""]}}]",15,1,2
65,2025-08-25 19:28:16.741770,33,33 | iBin: IoT-Based Smart Waste Sorting and Monitoring System | hardwareprojects | Added:2025-07-29 19:14:16,"[{""changed"": {""fields"": [""Mainimgbasetxt"", ""Prodinfo""]}}]",15,1,2
66,2025-08-25 19:28:59.286141,32,32 | IoT-Enabled Smart Object Sorting Machine with Real-Time Monitoring | hardwareprojects | Added:2025-07-29 19:07:20,"[{""changed"": {""fields"": [""Mainimgbasetxt"", ""Prodinfo""]}}]",15,1,2
67,2025-08-25 19:29:16.546642,34,34 | Smart Biometric Door Access System with IoT Integration | hardwareprojects | Added:2025-07-29 19:20:34,"[{""changed"": {""fields"": [""Mainimgbasetxt"", ""Prodinfo""]}}]",15,1,2
68,2025-08-25 19:29:31.888808,38,38 | Smart Firefighting Robot with Dual Mode Operation | hardwareprojects | Added:2025-07-29 19:44:17,"[{""changed"": {""fields"": [""Mainimgbasetxt"", ""Prodinfo""]}}]",15,1,2
69,2025-08-25 19:30:27.543074,39,39 | Smart IoT-Based Automated Pet Feeder with Real-Time Monitoring | hardwareprojects | Added:2025-07-29 19:53:12,"[{""changed"": {""fields"": [""Mainimgbasetxt"", ""Prodinfo""]}}]",15,1,2
70,2025-08-25 19:30:44.644937,35,35 | Smart IoT-Based Door Access and Monitoring System | hardwareprojects | Added:2025-07-29 19:25:41,"[{""changed"": {""fields"": [""Mainimgbasetxt"", ""Prodinfo""]}}]",15,1,2
71,2025-08-25 19:31:08.076651,36,36 | Smart IoT-Enabled Bluetooth Car with Remote Monitoring | hardwareprojects | Added:2025-07-29 19:36:24,"[{""changed"": {""fields"": [""Mainimgbasetxt"", ""Prodinfo""]}}]",15,1,2
72,2025-08-25 19:32:15.213551,40,40 | Autonomous Mini Car for Ultrasonic Collision Avoidance | hardwareprojects | Added:2025-08-25 19:10:15,"[{""changed"": {""fields"": [""Prodtags""]}}]",15,1,2
73,2025-08-26 08:23:40.027427,14,14 | Smart Vending Machine | hardwareprojects | Added:2025-07-09 09:08:19,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
74,2025-08-26 08:42:32.266418,18,18 | Smart Home Controlling System | hardwareprojects | Added:2025-07-09 09:12:33,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
75,2025-08-26 08:58:05.426754,20,20 | Smart Irrigation System | hardwareprojects | Added:2025-07-09 09:14:21,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
76,2025-08-26 09:19:16.396623,21,21 | Smart Parking System | hardwareprojects | Added:2025-07-09 09:15:12,"[{""changed"": {""fields"": [""Prodinfo""]}}]",15,1,2
77,2025-09-11 17:28:38.557415,41,41 | Automatic Rain-Sensing Cloth Shade System | hardwareprojects | Added:2025-09-11 17:28:38,"[{""added"": {}}]",15,1,1
78,2025-09-11 17:31:22.779398,42,42 | Smart Auto Door System Using Motion Detection | hardwareprojects | Added:2025-09-11 17:31:22,"[{""added"": {}}]",15,1,1
79,2025-09-11 17:33:03.077196,43,43 | Smart Waste Segregation Bin | hardwareprojects | Added:2025-09-11 17:33:03,"[{""added"": {}}]",15,1,1
80,2025-09-11 18:19:29.109040,44,44 | Smart Gas Leakage Detector with Safety Alert System | hardwareprojects | Added:2025-09-11 18:19:29,"[{""added"": {}}]",15,1,1
81,2025-09-11 18:21:47.799299,45,45 | Smart Plant Irrigation and Humidity Control System | hardwareprojects | Added:2025-09-11 18:21:47,"[{""added"": {}}]",15,1,1
82,2025-09-11 18:23:44.489687,46,46 | Smart Automatic Street Light System | hardwareprojects | Added:2025-09-11 18:23:44,"[{""added"": {}}]",15,1,1
83,2025-09-11 18:25:29.592963,47,47 | Smart 1-Axis Solar Tracker System | hardwareprojects | Added:2025-09-11 18:25:29,"[{""added"": {}}]",15,1,1
84,2025-09-11 18:26:58.441307,48,48 | Smart Dual-Axis Solar Tracker System | hardwareprojects | Added:2025-09-11 18:26:58,"[{""added"": {}}]",15,1,1
85,2025-09-11 18:28:36.992882,49,49 | Smart Touchless Water Dispenser | hardwareprojects | Added:2025-09-11 18:28:36,"[{""added"": {}}]",15,1,1
86,2025-09-11 18:30:17.769978,50,50 | Smart Water Level Indicator Using Arduino | hardwareprojects | Added:2025-09-11 18:30:17,"[{""added"": {}}]",15,1,1
87,2025-09-11 18:32:13.025890,51,51 | Smart Rain-Activated Car Wiper | hardwareprojects | Added:2025-09-11 18:32:13,"[{""added"": {}}]",15,1,1
88,2025-09-11 18:34:06.678853,52,52 | Smart Staircase Lighting System | hardwareprojects | Added:2025-09-11 18:34:06,"[{""added"": {}}]",15,1,1
89,2025-09-11 18:35:49.268555,53,53 | Mini Wireless Power Transfer Module | hardwareprojects | Added:2025-09-11 18:35:49,"[{""added"": {}}]",15,1,1
90,2025-09-11 18:37:40.445657,54,54 | LiFi Audio Transmission Mini System | hardwareprojects | Added:2025-09-11 18:37:40,"[{""added"": {}}]",15,1,1
91,2025-09-11 18:39:18.483616,55,55 | BLE-Controlled Smart Car Using ESP32 | hardwareprojects | Added:2025-09-11 18:39:18,"[{""added"": {}}]",15,1,1
92,2025-09-17 08:41:07.154579,56,56 | Automated Parking Gate Controller | simulationprojects | Added:2025-09-17 08:41:07,"[{""added"": {}}]",15,1,1
93,2025-10-10 04:31:07.558383,2,2 | Shravani D. Hate | Social Media Analyst Intern,"[{""added"": {}}]",8,1,1
94,2025-10-10 04:32:35.457978,1,1 | Janice DCruz | Data Engineer Intern,"[{""changed"": {""fields"": [""Photo base64""]}}]",8,1,2
